gene	GSM446731	GSM446732	GSM446733	GSM446734	GSM446735	GSM446736	GSM446737	GSM446738	GSM446739	GSM446740	GSM446741	GSM446742	GSM446743	GSM446744	GSM446745	GSM446746	GSM446747	GSM446748	GSM446749	GSM446750	GSM446751	GSM446752	GSM446753	GSM446754	GSM446755	GSM446756	GSM446757	GSM388115	GSM388116	GSM388117	GSM388118	GSM388119	GSM388120	GSM388121	GSM388122	GSM388123	GSM388124	GSM388125	GSM388126	GSM388127	GSM388128	GSM388129	GSM388130	GSM388131	GSM388132	GSM388133	GSM388134	GSM388135	GSM388136	GSM388137	GSM388138	GSM388139	GSM388140	GSM388141	GSM388142	GSM388143	GSM388144	GSM388145	GSM388146	GSM388147	GSM388148	GSM388149	GSM388150	GSM388151	GSM388152	GSM388153
NAP1L3	5.64048692	5.054550849	5.239445323	5.04280305	5.17750162	4.988892742	5.800051117	5.182406402	4.95636576	5.052133133	5.393489022	5.014885181	5.070138595	4.837698012	5.042992058	4.991168984	5.186948308	7.892671699	4.892322212	4.695876782	5.650427522	5.450009666	5.157186998	5.674544756	5.913289028	5.156414072	4.759552479	4.468059223	4.840384862	5.723579411	5.590652163	5.357123012	5.213726174	5.828376718	6.243747269	5.141642897	4.630630905	5.09523504	4.33479831	4.984956344	6.09321266	4.582160168	6.109502655	5.821676238	4.552672981	5.734613334	5.134416353	5.974611643	5.980711407	3.457337981	4.579229909	5.788341408	4.459397562	5.939803423	4.999963899	5.114203348	5.428952224	4.68378551	6.081668628	5.168931461	5.340461189	5.180439334	6.308553496	5.49318879	5.702513243	5.249670993
NAP1L2	4.326002255	4.528624151	4.084618193	4.003686772	4.211717351	3.98400876	4.588537154	5.022104885	4.238096971	4.145536818	4.257116649	4.114169989	3.986233949	4.681685481	4.146924705	3.741422863	4.489896864	5.762165626	4.46648664	4.443914625	5.110814279	4.269121538	3.999415924	4.52864587	5.012412804	4.668942024	4.450957411	4.188344223	4.553037324	4.073924692	4.279653786	4.199937008	4.344629481	4.047530813	4.491507137	4.679507762	4.412196714	4.272377908	3.759213882	4.051619836	4.233668689	4.285742375	5.673743345	4.789250267	4.528640041	4.794849182	4.842982094	5.403578998	4.411761646	2.97993667	4.53486711	4.969263477	4.361559389	4.480516981	4.282538669	4.066136731	3.681944464	4.57478982	4.788342402	4.525113283	4.833834146	3.640578793	5.040082075	4.28528378	4.386805408	4.4741033
NABP1	3.586442582	3.892406871	3.694374521	3.181562582	3.937836812	3.830513789	3.257374662	3.517914968	2.84497498	3.303963916	3.400648409	3.647234926	3.257290589	3.379539112	3.433972393	3.015696098	3.671519441	3.898185628	4.012334597	3.792381977	3.371551005	3.298066945	3.29938214	3.59085973	3.63635271	3.723743818	3.162043678	5.049183619	4.787028815	3.132813167	3.136758491	3.310539211	3.305622488	3.462318522	3.582307482	3.93228972	4.80151072	3.921981812	3.308381022	3.388006215	3.292406187	3.073370162	3.380192762	3.207099596	3.323360064	3.087133973	3.216399978	3.175659103	3.676164128	4.017903364	3.437030407	3.268269001	3.03746564	4.129566843	3.261130461	3.151011651	3.132055037	3.063597345	3.088480406	2.849636373	3.044358773	3.985697389	3.166404443	3.748412921	3.882894797	3.456755493
NAA50	3.496071855	3.342153448	3.118950133	3.421637657	3.787552947	3.533030512	3.229444063	3.531505929	2.744635516	3.332802977	3.650736115	3.235913478	2.799069409	3.1999854	3.388145114	2.979163328	3.46295525	2.87689316	3.235913478	2.957599428	3.303906831	3.180204722	3.258259166	3.030352318	3.339370875	2.885644025	3.167403886	3.568399744	3.800927152	3.332168132	3.189666928	3.627986051	3.274384379	3.849135659	3.058618997	2.830956231	3.352708777	3.043659175	3.479928621	2.829664322	2.754886848	3.590840335	3.150116923	3.23296333	2.832023442	3.163246488	2.723458682	3.177522442	3.055260448	3.13264501	3.522925301	3.446674257	3.105386623	2.882105778	3.199233755	3.515785325	3.974181729	2.937427346	3.067180972	3.37887738	2.92624945	3.115013893	3.716916624	3.192033645	3.22107918	2.883595234
MZT1	6.999913743	6.584776974	6.37773604	5.533247252	6.739057845	6.127517246	5.879693074	6.223203421	5.410843841	6.042094721	6.488747573	5.790115474	5.925720696	5.663910603	5.961737647	5.642007655	6.042094721	5.72783491	6.015474807	6.422436801	6.800189954	5.566347679	6.131249935	6.001765161	6.320238996	5.908483642	6.271219038	6.463030777	6.785133998	6.302178097	6.242713548	6.529612032	6.531971297	6.081065714	5.399388934	5.679037668	5.812849687	5.634750544	5.847618499	5.707128851	5.243387001	6.435215297	6.245003361	5.71260543	5.842122066	5.792951416	5.724759241	5.837011363	6.297214507	7.096025055	6.890955405	6.017110372	5.971198229	6.480208151	6.227100896	6.4583583	6.266835065	5.929248486	6.474625851	6.22369838	5.99307004	5.993402826	6.14839699	5.747422259	6.16003244	5.932036466
MZB1	5.606910784	6.237635297	5.990216929	6.378545014	5.627983815	7.395143881	6.078319843	6.444845805	6.224234046	6.34819804	5.918945105	6.989187293	6.792200374	6.906114641	6.105487004	7.267436627	6.55628703	6.16860116	6.416021719	6.455868799	6.913743436	6.570356024	5.832143488	5.880210546	5.578485675	6.335870798	6.562721981	7.248315517	6.677571524	6.319153289	6.260358058	6.050104647	5.921571878	6.058139597	6.527621601	5.72387578	7.289899987	7.517881373	7.391892379	6.136350236	6.822898396	6.295591941	7.462754206	5.840047931	6.030189792	5.710073474	6.015012098	5.714828042	7.176997269	5.082442805	5.918208523	6.701011013	5.532170836	6.396590599	5.72456576	5.879520735	5.125501925	6.605901479	6.284660676	6.826682071	5.785008636	7.263716187	6.100961585	7.735631495	6.602924532	6.106877396
MYRF	6.799580718	7.656389283	7.506680665	6.432443356	6.5268906	8.13669008	7.567392402	7.913505765	6.493473554	5.853125995	7.295794004	8.168476021	5.762754201	7.368878223	7.537704948	7.139947412	7.228787672	7.100901015	5.855267827	5.794426493	5.158206174	7.269725722	7.807945578	7.419319959	7.408279767	8.005566096	7.560491963	4.642081372	5.035111549	7.730792372	7.639690495	7.616738684	7.802905248	7.896033633	5.995980907	6.533541053	6.230028808	6.454408292	6.849182584	6.985930049	5.533922125	7.561229518	5.801512519	7.24787008	7.577117014	7.587113737	7.340286298	7.373490962	7.011751054	6.0527009	7.616602591	7.286962703	7.47538493	6.948577452	7.996181947	7.786530423	7.918465259	6.920330957	7.552574198	7.338993549	7.372772643	8.277489094	7.752810588	6.098330674	6.993391325	6.925755698
MYOCD	4.36300062	4.851349626	4.117656522	3.917198921	4.122506163	4.467089106	4.199417101	4.574801706	4.316985098	4.292007023	3.885593821	4.792676905	4.787258815	4.31866757	4.173079736	3.899192156	4.146398319	4.18052463	4.196951072	4.828364368	4.452660866	4.329851716	4.383983611	3.866577759	4.18052463	4.299069536	3.748890536	4.117024384	4.148686852	3.733226778	3.842185042	3.61143267	3.829920073	4.383802354	4.984440419	7.713459081	4.161053248	5.505536545	4.820751046	3.813257569	4.328601922	3.788869997	6.011429866	3.901188325	3.678638906	3.072577973	3.787376014	4.794377955	5.891439034	3.184109923	3.576575592	3.954123382	3.665806944	4.004176626	4.028402581	3.940036457	3.960748887	3.946814577	4.866804289	3.784449238	3.55802112	4.236156139	5.213358534	4.479386196	3.740114391	4.547882893
MYO6	6.035408557	6.082286254	5.784379	5.845084264	6.445850995	6.503026265	6.894910285	5.753977006	6.545087154	6.027352582	6.163895599	7.124508178	6.444793395	5.817664389	6.033812547	6.450668781	6.362275545	5.716142046	5.645385537	5.344229142	5.393029829	6.462019264	6.329133698	5.954228736	5.832759113	6.05192548	6.545815354	5.204271228	5.52553188	6.759131923	6.898220323	6.301044175	6.460103981	6.447383308	5.630633287	5.635175271	5.425937444	5.519172315	6.321788195	6.325733647	5.407511131	6.740730677	5.335629914	5.999177759	6.44678927	6.016252313	5.850878042	6.370735018	5.916695332	6.18315085	6.583395959	7.081692002	6.609758997	5.880551913	6.627744939	6.679968707	6.60678037	6.066261712	6.800858012	6.4279177	6.218428155	5.283339121	6.490522028	5.757057309	5.898672035	5.902618622
MYO3A	3.206785119	3.252824369	3.628279878	3.367858774	3.114410881	3.094363084	3.03917924	3.174112205	3.32013491	3.468881745	3.176153326	3.453897727	3.480679436	3.176153326	3.557367878	3.381756777	3.3551339	4.58665574	3.144285157	3.398437269	3.446093592	3.919691783	3.417139365	3.213205016	3.417955358	3.644540418	3.056907655	3.019639548	2.990791621	3.506707444	3.3398684	3.224974265	3.436545924	3.116697378	3.189429571	3.424765013	3.211240841	3.288314393	3.019274972	3.418229434	3.34805803	3.247652178	3.402836622	3.359593339	3.325101438	3.615407395	3.67757339	3.726878586	3.087268159	2.953834501	3.032265628	4.222165641	3.594801523	3.327665211	3.053036348	3.33441296	3.225672441	3.741028674	3.771319941	3.594781797	3.774239567	3.158696992	3.653210857	3.181014038	3.767223547	3.422002822
MYO1G	6.137781395	6.35583507	6.209059305	7.011879388	6.375863534	6.541000037	6.863074565	7.094047128	7.340053552	6.309427821	6.00958258	6.005597847	7.108014133	6.432501644	6.63357113	6.247114116	7.295400641	6.429827118	6.866861193	6.733304589	7.349811118	6.628918305	6.402663625	6.407877722	7.169866023	6.800191404	6.463502652	7.202136516	7.145808035	6.102601373	6.172913879	6.395415181	6.514773708	5.641757372	6.728732632	6.576972437	8.070376358	7.455969528	6.444306264	6.07302815	6.511756759	5.864015348	7.577778197	6.509181059	6.436787198	7.013089395	6.446695874	6.56292695	6.981790849	7.689483329	5.663715266	6.646260275	6.095149902	7.265741028	6.428242118	6.585426428	6.109163314	5.561702639	6.342234716	6.967926532	5.885019456	6.78316251	6.716390149	7.534694017	7.237459714	6.591009075
MYO1F	6.280089606	6.724046528	6.971548419	6.594320317	6.529358138	7.26689115	7.146341653	7.683850125	6.967347888	6.537317205	6.48842286	7.226532626	7.191176811	6.378774138	7.343765939	6.999143586	7.821388602	6.794586758	7.107582035	6.287543551	7.791624228	7.147298075	7.168588301	6.72225498	6.755272053	7.003207264	7.453788012	7.694676882	7.674960013	6.595386034	6.607019966	6.787872464	6.931476741	6.333964703	7.024204225	7.549161839	7.985762462	7.394226067	6.642113571	7.04712573	7.237722003	6.398079305	7.34790382	7.422427066	6.781778508	7.392270325	6.946355151	6.579575426	7.768856347	7.210794683	6.240127527	6.916488697	6.372167603	7.599763171	6.715942033	6.787422469	6.50878416	6.400603555	6.380418599	7.170701402	6.340655501	7.147865953	6.794380974	7.461303352	7.391273383	6.280912473
MYLK2	6.350273778	6.51101915	6.602772349	6.813329995	6.348954611	6.423591457	6.290800272	7.206834574	5.999763712	6.805455222	6.766468622	6.697755705	6.906196685	5.967838441	7.104080617	6.803062666	6.554428581	6.63380218	7.05113998	6.928285703	6.553131401	6.700408159	6.660921038	6.505105156	6.262357396	6.639960125	6.405917451	6.270970225	6.262882028	6.443381852	6.564394447	6.237628539	6.626442793	6.527986381	6.495201398	7.06220093	6.411208279	6.362118891	6.30793591	7.016698333	6.426908693	6.448265155	6.077482794	6.73214681	7.087614725	6.384499963	7.115337581	6.376865324	6.581277383	6.458487221	6.626372828	6.417754618	7.312888025	6.409680876	6.650489199	6.428310521	6.4142057	7.382956795	6.445722592	6.702760882	7.165984051	6.796820389	6.334392792	6.481627127	6.56971852	7.197511165
MYL12B	10.08047947	11.28453224	10.01829102	10.32551863	11.01253827	11.30783121	10.63639789	10.38419291	10.8469644	10.42355214	10.33436676	10.81211007	10.55549505	9.528511672	10.35960062	10.36540014	10.15445502	9.887698475	10.17467217	10.17028828	10.22952304	10.23935614	10.06301928	10.63303315	10.74839019	9.969148475	10.45170764	10.51572786	10.40534333	10.65939903	10.50405558	10.81955058	10.71628752	10.52600826	10.22689417	9.882365074	10.24859504	10.37098207	10.38113744	10.46294308	9.933251936	10.65507268	10.0738436	10.31035922	10.43796546	10.69637836	9.958414863	10.41245697	10.1243037	10.88842188	10.59654355	10.15546841	10.03049255	10.38120438	10.81855608	10.67289807	11.07258148	9.945882001	10.07464474	10.5211824	10.71948586	10.57732275	10.79287065	10.09007498	10.5867066	9.903901309
MYL12A	8.850434642	10.03126171	8.532406171	8.486117499	9.372487182	9.704734636	9.113551678	8.775034592	9.251055744	8.661316291	9.225924392	9.097117222	8.851509972	8.221683186	9.003792581	8.598357163	8.505284281	8.336818019	8.323468296	8.578390618	8.945710865	8.608599496	8.542972979	9.098642494	8.963438324	8.401570157	8.551442211	9.354841797	9.015590785	9.133167614	9.010857517	9.203793753	9.140492556	9.078203412	8.397928291	8.297223875	9.156838599	9.092318163	8.888509184	8.80613924	8.563195404	9.035736791	8.350315086	8.726128501	8.904649568	9.052387068	8.347072263	8.64561378	8.75118282	9.37423513	9.319631451	8.652503256	8.330240829	8.989116263	9.273388023	8.973285799	9.218468432	8.246364718	8.511438464	8.809190507	8.540835315	8.817039945	9.082206089	8.554202434	9.298121481	8.204574037
MYL10	6.379505102	6.807316802	6.295915188	6.726556145	6.369214362	6.246022203	6.405171524	6.499398822	6.413263254	6.670047974	6.658928838	6.48216042	6.744455505	6.545914903	6.892005517	7.258808685	7.249496336	6.408377629	7.006994981	6.860827614	6.778732077	6.770768498	6.481956876	6.398537493	6.111825778	6.874360329	6.331829213	6.607486172	6.101166285	6.645178737	6.601848	6.759866689	6.424685245	6.194625227	6.584291431	7.085310002	6.639288602	6.916520178	6.736667449	7.02519593	6.636108733	6.637436955	6.58095729	6.526309526	6.770388425	6.600061414	7.049630468	6.703979543	6.429203611	6.581822953	6.467208519	6.460813185	6.94260154	6.345663557	5.885173417	6.614839615	6.31521845	7.243385741	6.628696533	6.587481259	6.609937484	6.334096291	6.345522873	6.764333734	6.52651033	6.759774745
MYH13	3.898739423	4.129266107	3.934865379	4.287572456	3.84239758	4.258617151	4.129324664	4.805455523	4.042127922	4.229176817	3.817133106	4.34701793	4.439016943	3.960278085	4.405158606	4.349459852	4.44982021	4.34701793	4.408128695	4.933630683	3.856160633	4.508876637	4.148781839	4.292296355	4.365294296	4.670562639	4.350963482	4.469215658	4.085705753	4.29570657	4.224948918	4.288830538	4.071165965	4.593536778	4.262021244	4.78252114	4.023426762	4.13817298	4.128980246	4.396731762	4.405625827	3.718849519	3.990900376	3.525662116	4.509058026	4.32328764	4.716519219	4.14357041	3.932333798	4.127325927	4.273057543	4.059496536	4.631471231	4.139763346	4.113438125	4.306804461	4.117181193	4.681900925	4.097314122	4.362101163	4.319119955	4.44059752	3.858773934	4.399240368	4.315125053	4.866821574
MYCT1	4.414075964	4.453778221	4.31893317	4.874656206	4.217122791	4.420607068	4.463188072	4.294565676	4.487546904	4.460155503	4.010442668	4.864995719	4.513909861	5.083343761	5.134940787	5.252905822	4.268407192	4.300186534	4.902977987	4.955759889	4.531662722	4.377775489	4.290333717	4.013581773	4.13615233	4.332727739	4.703965306	5.83079854	5.896464416	4.036287194	4.015378027	4.086089202	4.042661223	4.172490678	5.636044435	5.041878254	5.040313112	5.892776847	4.635649331	4.360533364	5.264712319	4.649733758	5.446741976	4.451105795	4.099032458	4.608263511	4.385192247	5.14574407	4.453911596	3.09363892	4.035521564	4.03671279	3.668265556	4.593407713	4.121747564	3.80776044	4.189856012	4.225649034	4.267494838	4.20916512	4.146843135	4.7517749	4.250345467	4.577312014	4.515535887	4.545486749
MYBL1	5.186803634	5.047364552	4.925753963	4.796511465	4.863978692	4.850708359	4.88237382	5.167134664	4.983376005	5.303804794	4.509940539	5.455710117	5.372669628	4.825871607	5.352360509	5.753222599	5.705621882	4.954151924	5.257149471	5.635813864	4.924910285	5.247015287	4.566649713	5.042121393	4.717450787	4.975532393	4.878385717	5.379203048	5.029176025	4.938910581	5.191969336	5.097683195	5.10646835	5.004489767	4.937873988	5.676155698	4.663021322	5.349603364	5.128516885	5.39324411	5.203593733	4.834010989	4.744118749	4.597898001	5.376351704	4.8076447	5.441283834	4.926650395	4.647697625	5.249722502	4.982695944	4.620815386	5.575704254	4.871930755	4.613049067	5.156789959	4.912381932	5.533115437	5.028770885	5.12602818	5.217745406	5.030957815	4.79824285	5.314534258	4.847372386	5.365627246
MXRA5	10.63074743	10.70561633	9.228670447	11.0778486	10.68262223	10.43062482	10.85070743	10.45903087	10.3587069	10.5507974	9.509948722	10.15762046	10.94142005	8.628525362	10.49381024	10.5272065	10.397255	8.404311181	8.749698125	10.50754313	10.9191581	9.82929674	10.60636237	10.72905938	10.24481275	8.809838448	9.645508016	10.5600114	10.45675888	11.24757487	11.22101049	10.38164223	10.39529839	10.92999442	10.08659389	8.853270463	8.428377727	9.601488912	9.753903796	9.912978837	9.857301233	10.43441789	8.933595207	10.1845135	9.409065348	10.55100596	9.136505698	9.83426629	10.6672802	9.629096887	10.27095224	10.49764077	9.068267089	9.949140937	10.80158189	10.37867708	10.96769271	9.511187916	10.59421118	10.11638703	9.384698977	11.26732415	10.54924762	10.46396412	10.88544286	9.721421363
MX2	8.027490223	7.981074901	8.214329701	7.958112033	8.359838315	8.388508157	7.232570134	8.111799631	7.157871832	5.881186319	9.007897745	7.665455871	7.395548461	7.166119265	7.51588324	8.269612001	8.488370388	6.548050942	6.401003015	7.134318956	8.225020604	7.957225156	8.115077575	8.017642701	7.084719054	6.752180126	6.513419065	8.349102993	8.474237892	8.061057192	8.164455706	7.912916953	8.090579606	6.563737684	7.158799966	7.006940161	7.738084211	7.840138127	7.207839657	7.015279964	7.927106162	7.206448153	7.343175462	7.663058693	7.412693789	7.207185017	7.071399982	7.101048948	7.329965965	7.30908791	6.773566948	8.865234978	7.301576359	7.955242024	8.717038396	7.6625222	8.623089004	6.884388806	6.877569084	7.673058617	7.138654184	7.157244657	8.520227068	7.813294037	8.03995132	7.020250705
MX1	8.441323343	7.922455528	8.287905521	8.180148448	9.271907346	9.635844502	7.576839312	8.677193198	8.094999888	7.13780604	8.735850698	7.544199642	6.779551387	8.013288154	8.182158128	7.261890261	8.554209423	7.28840214	7.682828983	7.295235989	8.362417712	8.868996439	8.244213555	7.683282955	7.595750301	7.344470027	7.955235299	8.581726848	8.714388729	8.733825824	8.675703374	8.351768463	8.520616129	6.382965243	6.953516955	7.27495622	7.529256191	7.769013852	7.948487443	7.655753434	8.1071187	8.562564514	7.660842471	8.01117317	8.057833098	8.072696699	7.765327291	7.442427771	7.482488161	7.976390669	7.325747247	9.40710625	7.962415516	7.971051772	9.48783512	7.931111614	9.327798156	8.01046343	7.0610069	8.450644828	8.177953283	7.00109937	9.261587684	7.395962277	8.120015898	7.768832487
MVP	7.142550051	7.511604095	7.348310724	7.107633855	7.789400922	7.263175205	7.940028693	7.610961233	7.198507807	6.827813975	7.084480363	7.378885618	7.943616707	6.794063242	7.100427365	7.4729936	7.117407711	6.567053748	7.135707852	7.073926241	7.314321442	7.548779949	7.004890637	7.265790461	7.042418698	6.958132886	7.129059579	7.139086597	7.266351685	7.564404299	7.211307736	7.562441629	7.327186369	7.915767668	6.823249772	6.723890463	7.130591639	7.299073319	7.628421015	7.06627042	7.017831136	7.694567898	6.837198269	7.197625803	7.188732883	7.216861466	6.827003037	7.290134482	7.509881263	7.476164876	7.494391538	7.68343917	7.111218388	7.363020024	7.473722865	7.732247711	7.496970377	6.222411646	7.618519508	7.322316251	7.109947998	7.223326026	7.54130313	7.01476235	7.333942783	6.782517404
MUM1L1	5.053572671	4.510067527	4.101300788	5.159975683	4.503645399	4.184414745	5.058146055	5.08744735	4.070325142	4.572397854	6.48008059	5.387522577	4.069091874	6.352816418	5.257605177	4.733506557	4.676543106	5.70956353	3.267561491	5.955931863	4.669702709	4.792428538	4.676339756	5.568449609	6.035236267	4.500837697	5.034190812	3.158176642	3.207014594	4.993609058	4.858602249	4.882172153	4.837957449	4.887480803	5.573007139	5.51635832	3.261460212	3.297770109	3.171613984	6.559245741	3.747167542	5.583906873	4.369323446	6.625486955	5.328177636	6.720352285	6.385893889	5.17583755	5.976530603	4.008382296	5.553093447	4.733312814	6.107246123	4.071370471	5.706687589	4.003111263	5.462266063	5.659438019	4.075086965	5.283522631	6.222833924	3.53825487	4.487791002	4.146532575	5.196111131	5.730397526
MUC5B	4.9579215	4.806227278	4.963403025	4.67932813	5.197459444	5.443721369	5.942866171	4.834067937	4.802320214	4.966386401	6.318032626	5.780977607	4.634753259	5.89813431	4.968855999	5.991764286	4.933529204	5.536390099	5.312321968	4.383967237	4.845417358	5.68523188	5.132794255	4.975446713	5.131411969	5.567816289	6.686234744	3.611983119	3.673342803	5.634487578	5.210249902	6.054159372	6.154307481	7.995965341	5.005629747	3.91227477	3.579912322	3.539397693	3.726681309	4.028738303	4.248686611	3.951195411	3.971573474	6.162917857	4.62085848	4.679632935	3.995675303	7.037832223	3.747688736	4.543744498	6.76995925	6.427331831	6.357503105	5.262571475	4.673625458	7.957251756	7.214134473	4.547995964	8.158350657	5.8296981	5.238278034	7.026555261	7.94973102	3.613152687	3.908219204	4.658495168
MUC16	3.770258967	4.110029512	3.667372934	5.475398038	3.665986273	4.925396384	4.668368715	3.539613181	5.476442427	3.852536868	4.828069345	4.794601374	4.769203615	4.042893888	4.945806371	5.036728727	4.377840397	3.751696395	4.426802892	4.008277502	5.321693243	5.078633573	4.985922841	4.728436844	2.712831971	4.565004542	5.696794387	5.709385243	6.021552411	4.322726614	4.472153268	4.037720858	3.907463926	7.732436462	3.727364521	3.690019163	3.968984324	3.695779344	4.654343188	3.95875679	3.863174468	4.257603603	3.768277886	3.885494167	4.847920464	4.419156916	3.748912496	4.497064258	3.750784754	4.899592843	7.685922213	4.888827569	3.397280636	3.619565447	5.237862607	6.036681501	5.408954317	3.544799241	3.707958346	3.974967356	3.712032251	3.787439488	5.158687017	3.432204647	4.284962957	4.323004004
MUC15	3.167359569	3.438620021	3.352479597	3.67434522	3.49338749	3.116447425	3.421077727	3.524645993	3.664439561	3.783441966	3.493678801	3.496258987	3.312023784	3.813580285	3.49872258	4.539489462	3.668135262	3.720640921	3.919889486	3.675048181	4.374889666	3.938730036	3.635118537	3.894165382	3.424199737	3.838358222	4.203552767	3.256107848	2.993816404	3.005683475	3.117162994	3.576300182	3.554905297	3.313979029	3.342895967	4.002643976	3.197217399	3.017197394	3.210734669	3.866576763	3.313805129	3.632600479	3.208417495	5.221362231	4.885344486	5.940414851	5.121884111	3.420175218	3.459027194	3.215298619	3.376161627	3.764144586	4.198521208	3.270826948	3.599799872	3.435309042	3.445908402	4.422595347	3.692204016	3.822227896	3.894296468	3.177617269	3.197750145	3.17225778	3.385412469	3.850924896
MUC13	8.311950797	8.629310041	7.79491503	7.264411545	9.212300342	7.79884479	8.028142779	9.325324748	9.736536355	6.555550429	8.599876479	7.44875258	6.310422929	7.126941764	6.57929422	6.810342465	6.649359605	7.24205433	5.852137594	5.204738836	5.121737152	5.926253353	7.092488754	6.053659852	8.314440835	7.562794451	6.437376107	5.634749511	5.422326434	9.206071493	8.786856066	7.99649744	7.810216806	10.29462136	6.162001649	6.104543903	6.235647958	6.700300005	8.951514732	6.637733611	6.985515133	6.501177951	6.268368289	6.840791467	6.291716777	6.342288135	6.607667864	7.619661317	6.044830506	6.064258635	6.009500297	8.050944357	7.690525882	7.12157822	7.433045407	9.414596579	9.203935992	6.536080856	8.995609175	7.265693321	7.215391981	8.526230065	8.91757114	5.898679885	6.549484188	6.463326529
MUC1	5.284333304	5.520474117	6.64838735	5.771992796	6.3738545	6.069317588	5.4343699	5.788717099	6.237722313	5.535101268	5.740825001	5.095421705	5.174368142	5.565848238	4.895180235	6.335231465	5.783132243	5.437016486	6.109994065	5.850887742	5.403549853	5.532395373	5.593647271	5.571558751	4.150392874	5.97336587	6.255409052	4.76795796	4.469560697	6.417538797	6.62924756	5.392967745	5.666466543	7.822539259	4.591101404	5.558154323	5.290315966	4.549150871	5.280255287	4.787051767	4.212218129	6.434039086	3.655004775	5.200671502	5.851822507	4.824758066	4.526573626	6.116485987	5.024174577	5.351786272	6.32368505	6.661583494	5.956374114	4.981036277	6.27816958	6.899936104	6.433785087	6.04685515	7.284998086	6.535690388	6.487856581	5.934702729	7.267252479	5.447723631	4.530407165	5.292480931
MTX2	6.957940337	6.216010684	6.454048901	5.803363451	6.511727859	6.271304291	6.207786437	5.89539497	6.627366799	5.929833363	7.174650142	5.765075556	6.138846524	5.972128061	6.068297906	6.223486005	5.971445927	5.777565168	6.439186026	5.937227989	6.223486005	5.798547521	6.279228697	6.268652735	6.012176764	5.91532257	5.869646166	6.337762676	6.513862747	6.397176048	6.472971726	6.241324408	6.439967748	6.584773108	5.485980757	5.869516659	6.063028315	5.880756668	6.357871813	5.767190374	5.604065649	6.578440119	6.20226362	5.833075706	5.926991362	6.226447076	6.095892414	5.723946645	6.081878759	6.605320156	6.906848709	6.708044668	6.133789039	6.004754628	6.313841289	6.298694091	6.297989695	6.165669288	6.424764785	6.251683235	6.36588432	6.061229609	6.089203456	6.003389559	6.127292316	6.118338227
MTUS2	3.173801364	3.129859399	3.226667467	3.792547342	3.590580582	3.444798342	2.993818472	3.806249912	3.488721737	3.376758358	3.769545431	3.280074815	3.999878894	3.120800663	3.770187101	3.871096244	3.532558602	3.462373464	3.26545788	3.578432052	3.605534186	3.400367742	3.961636236	3.051147136	2.991385726	3.390071652	3.465272723	3.362255125	3.291606776	3.229197736	3.094616901	3.328034541	3.414283607	3.178598782	3.367297263	3.882817391	3.252213934	3.230670271	3.116069491	3.684695402	3.377885966	3.132628412	3.242813001	3.754801396	3.83448071	3.360766984	4.076632763	3.2011662	3.196127989	3.102144858	3.33805519	3.250608794	3.973263894	3.264143534	3.21622035	3.078374979	3.264032896	5.092708812	3.420671864	3.901020161	3.569164024	3.358526753	3.38344765	3.230798925	3.364836814	4.125053081
MTTP	2.752486702	2.874563737	2.759464078	2.864629582	6.140309261	2.617729631	2.700308028	3.564315712	2.644391199	3.481924362	3.158599552	3.085290817	3.299263217	2.666930201	2.768669496	2.99406017	3.601562748	2.942669085	3.321102556	3.226300175	3.399850134	4.089396705	3.075919231	3.061982101	3.194907602	2.734659067	3.247934135	2.879059557	2.96581252	3.346208403	3.294082257	2.847422682	3.027038174	2.916771127	2.890614742	3.0064842	2.938965239	3.127682698	8.01948787	3.023890408	3.281931743	2.99524661	2.824990542	3.213525705	3.083364083	2.876311332	3.029128271	3.033352765	3.073766872	3.117273339	2.991089701	2.980112542	3.116581825	3.413708824	2.865235747	2.921836788	2.912491002	3.229319268	3.487677053	2.884183389	3.031970803	3.04036345	2.914370045	3.016093247	3.006570054	3.025792179
MTMR2	7.091543313	6.868552519	6.394482597	6.570153538	6.666315918	6.571753042	6.939308724	6.319674225	7.140375252	6.900978818	7.47369081	6.449238176	7.002920445	6.27886244	6.449238176	6.148129469	6.149846777	6.196739731	6.576257345	6.640820106	6.519648128	5.944091468	6.991634962	7.305095348	6.507268827	6.354508539	6.21918113	7.010592269	7.052272407	7.162302661	7.038810744	6.472603115	6.558559551	6.828677603	6.791162217	6.581684603	5.980421682	6.502911724	6.689434489	6.41946815	5.942079303	6.833117069	6.377463851	6.362809835	6.195955854	6.654556025	6.141287905	6.539098686	6.81431351	6.999806891	7.271882952	6.415507635	6.087364134	6.504262746	6.82301839	6.907815289	7.348333008	6.164877965	6.76628099	6.57516525	6.315116593	6.916373904	6.9976779	6.425510434	6.741574646	6.727306352
