gene	GSM446731	GSM446732	GSM446733	GSM446734	GSM446735	GSM446736	GSM446737	GSM446738	GSM446739	GSM446740	GSM446741	GSM446742	GSM446743	GSM446744	GSM446745	GSM446746	GSM446747	GSM446748	GSM446749	GSM446750	GSM446751	GSM446752	GSM446753	GSM446754	GSM446755	GSM446756	GSM446757	GSM388115	GSM388116	GSM388117	GSM388118	GSM388119	GSM388120	GSM388121	GSM388122	GSM388123	GSM388124	GSM388125	GSM388126	GSM388127	GSM388128	GSM388129	GSM388130	GSM388131	GSM388132	GSM388133	GSM388134	GSM388135	GSM388136	GSM388137	GSM388138	GSM388139	GSM388140	GSM388141	GSM388142	GSM388143	GSM388144	GSM388145	GSM388146	GSM388147	GSM388148	GSM388149	GSM388150	GSM388151	GSM388152	GSM388153
NDUFS5	9.823933582	10.07737948	9.841501777	9.573064315	10.85316545	9.987550473	9.774019293	9.453209209	10.95784913	9.767405306	9.719104027	9.65552037	9.665871868	9.174515349	9.420971219	9.205640395	9.517172827	9.131072005	9.979418854	8.876391157	9.521488941	9.443853676	9.37308258	9.789251666	9.894327941	9.179481668	9.568587431	9.892036033	9.864385253	9.850034051	9.79698974	9.128985762	9.185831469	10.19596322	9.737177588	9.185838286	9.621286602	9.510944077	10.12370333	9.578055404	9.35553042	10.10330607	9.659808727	9.666980972	9.555705676	9.987604054	9.316304636	9.59387153	9.986110345	10.07895149	9.490108905	9.885590927	9.539298569	9.523460442	9.77089346	9.935840888	10.79044753	9.023554306	9.674176078	9.550643363	9.783706973	9.256292651	9.657094526	9.764446656	9.251314451	9.49140059
NDUFS1	4.823218595	4.368236507	4.457547618	4.013438004	5.043902408	3.983093856	4.481817106	3.974421765	4.186912926	4.278779585	4.411710369	3.98534799	4.978477445	4.894415221	3.695037728	4.144415864	4.941625129	4.332602885	3.566742823	5.234986859	4.105744314	3.806393277	4.810913069	4.123602532	4.326394587	4.570815971	3.871554362	4.089768722	5.001565356	5.2568962	4.623177062	5.887729249	4.430733733	3.729338911	3.708940687	4.449971546	4.482179069	4.054389824	4.48670693	4.148588811	3.257837164	5.161703578	3.350832338	3.939102049	4.414822942	4.462617	4.48460715	5.042933837	3.992900853	4.181462231	4.669038376	5.267853422	4.485369335	4.723525711	4.364603162	3.791059768	3.406040965	4.770985912	5.38526337	3.772737048	3.872918481	4.382768973	3.327392587	4.126977446	4.099370458	4.10497083
NDUFB9	9.365983208	8.467763248	9.596742708	8.314474207	9.801792973	9.360295484	8.772973215	8.416726772	9.634977678	8.925297035	9.006738254	8.135441685	8.997871726	8.352632324	8.227844556	7.785998832	8.418123842	8.420308792	9.260026655	8.540350361	8.020467967	8.459378955	8.462182064	8.867022445	9.088452445	8.700589009	8.682225225	8.879017589	8.545720251	8.612381808	8.536456397	8.807168436	8.706916597	8.752424197	8.395333151	8.591816236	8.813046227	8.919497983	9.710306327	8.85969167	8.65265884	9.342658426	8.647194113	8.72221037	8.497014182	8.716827053	8.554267758	8.328830629	8.624884683	8.737894535	9.435185812	8.993876613	8.626896381	8.91565697	8.620086471	8.774014566	8.737431448	8.970874807	8.817805073	8.531998609	9.034815675	8.202976872	8.445376739	8.474768124	8.464510102	9.56057921
NDUFA11	9.507721959	9.41375994	9.624986221	9.114312572	9.611885411	9.915101107	9.126598128	9.747247098	9.449855831	9.458256175	8.934962318	9.269276099	9.730677617	8.821412154	8.845905209	9.11636852	9.334403998	8.930002587	10.06675127	9.193795704	9.577363093	9.232761885	9.491081619	9.542311896	9.722550496	9.555032252	9.78137017	9.780780039	9.707358759	9.693265135	9.357153606	9.695003725	9.390175635	9.316482724	9.300829454	9.011132994	9.511987554	9.702478808	9.648731937	9.414942226	9.560229239	9.610280515	9.381097635	9.420756698	9.005020831	9.523781523	9.048045188	9.343265397	9.488700827	9.882251051	9.977869656	9.656426723	8.951849122	9.587349619	9.278625793	9.106494921	9.545353198	9.067901777	9.550068585	9.003266289	9.156861901	9.294928881	9.299412069	9.40372255	9.374758614	8.710933568
NDNF	6.057347381	4.913752546	4.841468422	4.967459616	5.399648848	6.162538556	7.349903322	5.364123404	5.980428236	5.892225012	4.794384845	5.465082349	4.575235815	5.016869597	6.093102434	5.461087178	5.717237191	5.826758741	3.929304326	4.166883233	4.258699556	5.094221373	4.562405039	6.307471291	4.562802321	4.903441446	6.897413813	4.166942734	4.850949541	5.216230345	5.330765104	5.687517349	5.703278018	7.251094995	4.882422717	3.655004565	3.882312618	4.257961054	5.626665963	5.034435553	4.731118135	4.962476517	4.459538175	5.01238817	5.406040895	4.518034409	4.505267414	6.273170742	4.977625051	5.324610649	6.55769664	6.86926308	5.786273528	5.7350249	5.413381591	7.270899781	6.273774751	4.766028662	7.748111951	5.095900759	5.28622976	4.568506111	7.00993392	4.078899346	4.878770623	4.920360145
NDN	8.105924424	7.744553182	7.243543874	7.5992207	7.397346655	7.437985862	8.689192128	8.18299921	7.361864564	8.219626416	7.979327341	7.323927068	7.370606663	7.232307162	7.743537676	8.143461114	7.789453649	8.42773952	7.601145653	7.822595855	7.482436761	7.402631906	7.662710694	7.987078861	8.282966477	7.706360398	7.639256851	7.596933643	7.676644784	7.964635165	7.725114292	7.469982334	7.590068679	7.70805504	8.355524458	7.707228913	7.250367425	8.239082533	7.747488782	7.884065271	8.331373949	7.683354204	8.569453286	8.048679569	7.407360176	7.966682203	7.66423937	8.249489092	8.201300406	6.485853353	7.403334946	7.819473144	7.352259311	7.967453259	7.364927258	7.602810112	7.959279623	7.375098959	8.096562066	7.474660038	7.34549751	7.626969149	8.316361033	7.765381434	8.120662264	7.463670002
NDC80	6.093432577	5.043998907	5.043165505	5.452161379	6.910489109	6.468060229	5.124417118	5.051234414	5.411783414	5.0009328	6.913560875	5.803956845	5.173131151	4.747470232	5.399093185	5.162680725	4.916359626	4.56446239	4.955553423	5.753296123	5.997312659	5.021142539	4.611941584	4.667703156	5.031177825	4.990727685	5.106047879	6.071201314	6.233280324	5.490517661	5.189944889	5.685685043	5.520096761	4.852327669	5.43257663	4.077444144	5.464713857	5.643973443	5.499694196	4.51364512	5.321206717	5.881901489	5.768443199	5.345731032	4.363032046	5.489651568	4.361079434	5.240506952	5.318065895	6.869098016	6.110073433	5.560437683	4.423660149	5.971239494	5.06997986	5.342109425	6.532513372	4.09395459	5.081121697	5.693435383	4.763035915	5.37199047	5.714306137	5.289218409	5.667588606	4.177005849
NCR3	5.294494396	5.059403299	5.029416211	4.945361597	4.734277441	4.938897011	4.97035825	5.632533578	5.012938839	5.218062542	4.742219711	5.208802129	5.733134528	4.934627628	5.265476999	5.451123633	5.331318101	4.8629196	5.27499651	5.22650975	5.349708754	5.294467099	5.180697149	5.324240002	4.926985931	5.384439351	5.032957974	5.372988799	5.273697866	5.035276692	4.934619295	5.112624971	4.851507873	4.930417743	5.147616059	5.605933632	5.671336656	5.542915784	5.143269401	5.340070061	5.739749932	4.991772808	4.93951791	5.122276123	5.314472458	4.994588267	5.414215923	4.929463633	4.896430594	4.911354627	5.062707983	4.914111689	5.208634586	5.163420988	4.8597867	5.119299702	4.974746114	5.676469998	4.922160899	5.009903573	4.976513779	5.368205139	4.845398326	5.262927562	5.221717893	5.397062344
NCR2	6.444810548	6.090112148	6.051903132	6.381412869	6.019448415	6.247598799	6.231827084	6.416730781	6.1805025	6.203215728	5.624698653	6.096406639	6.352674136	6.105461515	6.503716808	6.525139161	6.57318766	6.812625595	6.638451289	7.00107243	6.34783817	6.223241496	6.701849166	6.103873624	6.271675557	6.469899611	6.509469123	6.153937248	5.836854092	6.205678425	6.392361099	6.245457087	6.269989928	6.380510356	6.325069055	6.840191955	5.980392999	6.272355323	6.496551732	6.499133317	6.630033492	6.204050642	6.129590132	6.260773569	6.646119653	6.033390272	6.57191152	6.027010146	6.071982705	6.144068392	6.37328689	6.03242998	6.90067229	5.948016656	6.208138012	6.480879542	6.236187317	6.904202717	6.035191428	6.374186469	6.77490171	6.669688281	6.013611227	6.448883275	6.154746058	6.762083204
NCOR2	4.489688094	4.372655285	4.598695054	4.645886448	4.363709825	4.689334827	4.705634203	4.764513786	4.038908081	4.898876516	4.24267426	5.01203567	4.686901038	4.857417304	4.813491897	4.87749484	5.100779825	5.150847799	4.260171152	5.203956836	4.993610119	4.785385763	4.744161938	4.231925434	4.789248066	4.584123809	4.649111691	4.354688459	4.53950019	4.261057561	4.866796909	4.156554168	4.891413576	4.840325837	4.502074657	5.148784995	4.509769206	4.488843446	4.661826189	4.616173449	4.794746389	4.510000475	4.680073477	4.607802977	4.917342981	4.375819149	5.200804808	4.342801788	4.652664175	4.53635969	4.869868461	4.403479198	5.148247323	4.571131813	4.379401946	4.904276812	4.406850637	5.255864518	4.423247629	4.720575946	5.210468488	4.920281779	4.258016216	5.080354502	4.652026268	5.11084512
NCOA6	8.093960954	7.759549201	7.968058301	7.111970987	7.754592994	7.971500713	7.806475957	7.393458169	8.050904504	7.315239565	7.798159733	7.568627504	7.193379845	7.472075824	7.332705743	7.497098306	7.02694549	7.440081547	7.40020502	7.212513055	7.402720642	7.016116207	7.123058715	7.686847451	7.836944556	7.34431311	7.153277821	7.164145652	7.597403672	7.532955972	7.564033255	7.359623612	7.61099473	8.224003341	7.203523505	7.117181346	7.353566405	7.263103334	7.22898274	7.198822795	7.577959047	7.44726901	7.720197308	7.519969274	7.06584771	7.486933948	7.335296699	7.464259423	7.73718536	8.355109948	7.46802611	7.811285236	7.579176595	7.469859519	7.681083278	7.562867419	7.840853408	7.085223064	7.648699623	7.836241397	7.354737374	7.703912195	7.765043562	7.428293469	7.377632525	7.176241532
NCKAP1L	6.308295159	6.12822595	6.28172346	6.186042999	6.490888652	6.293939583	6.490888652	5.549481956	6.038491126	6.108163373	6.249910477	5.890978924	6.544802897	6.769695462	6.695195253	7.312545535	7.147728225	6.223956722	6.400961967	6.435385707	7.072639164	7.236781361	6.502689121	6.156638036	5.803053734	6.430781788	5.796583281	7.259037082	7.093350092	5.845270154	6.062477356	6.257468005	6.589377797	6.077107237	6.339155154	6.412190728	7.400231281	7.105863328	6.006119954	6.37375445	6.733442672	5.807680778	6.635085827	6.731947992	6.2849211	6.428844726	6.397540072	5.818026266	7.231048757	6.563202299	5.506781517	6.546408882	5.987371415	6.886439078	6.088792506	6.533064025	5.780415786	5.829514728	5.956422633	6.699622535	5.727331654	6.365473542	6.185244515	7.257187866	6.59336456	6.043469364
NCKAP1	8.209424786	8.155386226	7.12096829	6.809883838	8.16581937	7.573445941	7.603280115	7.242318919	7.296388511	7.372937225	7.473953085	7.642628383	7.241320668	7.358612997	7.130501138	7.394443051	6.944722971	7.275976098	7.119516855	6.968551469	6.735075115	6.959428153	7.186640211	7.494268525	7.727663219	7.005556523	6.970863472	7.374644237	7.068606106	7.629722882	7.668353883	7.297387494	7.529068597	7.569900696	7.499473986	7.620523854	6.44953629	7.26183743	7.202174204	7.507930982	7.138185348	7.529872465	7.127208587	7.052269178	7.802161544	7.116750472	7.468340586	7.548537288	6.808479079	7.011617666	8.224294727	6.937099384	7.523620945	7.106261628	7.519691799	7.502093762	7.380675506	7.419115557	7.349529794	7.597461843	7.712606438	7.526157259	7.636090691	7.020124754	7.442781727	7.463856208
